name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
UBA10906	30962	G	423	51	474	0.00013
Methylobacter_C	30948	G	270	155	425	0.00012
OPU3-GD-OMZ	30957	G	160	0	160	0.00005
WTBX01	30965	G	156	2	158	0.00004
Methyloglobulus	30949	G	135	14	149	0.00004
QPIN01	30959	G	132	18	150	0.00004
Methylobacter_A	30946	G	106	23	129	0.00004
Methylovulum	30956	G	48	11	59	0.00002
Methylomicrobium	30951	G	47	3	50	0.00001
Methylomarinum	30950	G	47	9	56	0.00002
Methylicorpusculum	30944	G	47	49	96	0.00003
SXIZ01	30961	G	21	2	23	0.00001
UBA6136	30935	G	129	86	215	0.00006
Methylospira	30931	G	74	5	79	0.00002
Methylococcus	30928	G	34	4	38	0.00001
Methylocaldum	30927	G	19	5	24	0.00001
Methylotetracoccus	30933	G	17	0	17	0.00000
Cycloclasticus	30921	G	138	27	165	0.00005
UBA2778	30968	G	77	0	77	0.00002
UBA2780	30969	G	30	6	36	0.00001
Thiothrix	31514	G	2107	192	2299	0.00065
Thiofilum	31512	G	1214	18	1232	0.00035
Cocleimonas	31507	G	372	32	404	0.00011
JAGLBW01	31509	G	276	110	386	0.00011
Thiolinea	31513	G	173	27	200	0.00006
Leucothrix	31510	G	14	4	18	0.00001
S015-18	31511	G	12	18	30	0.00001
Dyella_B	31670	G	1194	79	1273	0.00036
Rhodanobacter	31685	G	50	49	99	0.00003
Dyella	31668	G	31	8	39	0.00001
Tahibacter	31687	G	18	3	21	0.00001
Rudaea	31686	G	11	18	29	0.00001
Pseudoxanthomonas	31755	G	367	204	571	0.00016
Stenotrophomonas	31762	G	289	365	654	0.00019
Lysobacter	31743	G	168	31	199	0.00006
Luteimonas_D	31741	G	90	84	174	0.00005
Pseudoxanthomonas_A	31756	G	79	24	103	0.00003
Arenimonas	31722	G	47	3	50	0.00001
Lysobacter_B	31745	G	39	5	44	0.00001
Xanthomonas	31769	G	16	4	20	0.00001
Coralloluteibacterium	31728	G	15	21	36	0.00001
SZUA-36	31700	G	604	19	623	0.00018
SZUA-51	31701	G	112	0	112	0.00003
SHZL01	31699	G	23	0	23	0.00001
JAJRRA01	31695	G	19	12	31	0.00001
Wenzhouxiangella	31719	G	269	27	296	0.00008
NORP309	31662	G	120	8	128	0.00004
Marinicella	31661	G	105	5	110	0.00003
0-14-3-00-62-12	31652	G	66	4	70	0.00002
JADKFD01	31708	G	50	27	77	0.00002
SZUA-5	31711	G	18	0	18	0.00001
Ignatzschineria	30179	G	2661	1701	4362	0.00124
Wohlfahrtiimonas	30181	G	563	5	568	0.00016
JAAZCI01	30180	G	13	0	13	0.00000
Cardiobacterium	30167	G	153	35	188	0.00005
Suttonella_A	30175	G	96	2	98	0.00003
JAUNEA01	30171	G	60	3	63	0.00002
Dichelobacter	30168	G	32	26	58	0.00002
CAKMZF01	30166	G	16	0	16	0.00000
Ostreibacterium	30176	G	15	0	15	0.00000
Arenicella	29450	G	861	24	885	0.00025
UBA10349	29452	G	848	26	874	0.00025
UBA868	29483	G	175	12	187	0.00005
UBA11791	29481	G	137	62	199	0.00006
REDSEA-S09-B13	29480	G	44	51	95	0.00003
CAJQKF01	29454	G	301	69	370	0.00011
VYFG01	29472	G	135	17	152	0.00004
WLWV01	29473	G	94	7	101	0.00003
Poriferihabitans	29470	G	22	0	22	0.00001
JAJDZL01	29463	G	236	2	238	0.00007
CALZGZ01	29457	G	10	55	65	0.00002
UBA5158	30319	G	1025	108	1133	0.00032
Aquicella_A	30304	G	1022	1	1023	0.00029
JAJPJH01	30315	G	425	0	425	0.00012
JABDCN01	30309	G	203	0	203	0.00006
2-12-FULL-45-12	30302	G	59	0	59	0.00002
2-12-FULL-37-34	30298	G	38	0	38	0.00001
UBA4722	30318	G	17	1	18	0.00001
Pseudothioglobus	31027	G	1024	827	1851	0.00053
Thioglobus_A	31032	G	910	46	956	0.00027
Ruthia	31028	G	259	8	267	0.00008
Thioglobus_C	31034	G	163	1	164	0.00005
Thiodubiliella	31031	G	99	74	173	0.00005
VMDI01	31035	G	50	14	64	0.00002
JAAOIF01	31026	G	27	0	27	0.00001
DUCF01	31025	G	21	8	29	0.00001
Thioglobus_B	31033	G	21	3	24	0.00001
FEN-1191	31464	G	654	327	981	0.00028
RPQJ01	31479	G	643	231	874	0.00025
13-2-20CM-66-19	31453	G	558	53	611	0.00017
Bog-1198	31454	G	156	13	169	0.00005
UBA964	31485	G	110	29	139	0.00004
CAILZL01	31460	G	110	1	111	0.00003
CADEED01	31455	G	60	44	104	0.00003
SCUD01	31480	G	46	15	61	0.00002
UBA7359	31554	G	1391	2050	3441	0.00098
JAAXHV01	31542	G	375	66	441	0.00013
UBA4486	31553	G	219	15	234	0.00007
2-02-FULL-56-15	31538	G	104	37	141	0.00004
JANQNX01	31547	G	13	0	13	0.00000
CAKZUP01	30754	G	863	5	868	0.00025
GCA-1730015	30758	G	434	1	435	0.00012
CALJAA01	30757	G	284	1	285	0.00008
Granulosicoccus	30759	G	277	3	280	0.00008
CALFCE01	30756	G	156	0	156	0.00004
JAHDCO01	30760	G	10	5	15	0.00000
LLD-282	30887	G	1759	5	1764	0.00050
UBA10656	29516	G	1074	103	1177	0.00033
QNES01	29511	G	236	129	365	0.00010
BB31	29495	G	190	85	275	0.00008
Beggiatoa	29496	G	43	0	43	0.00001
DYNN01	29499	G	29	7	36	0.00001
JAABRD01	29505	G	17	0	17	0.00000
DRQV01	29498	G	15	0	15	0.00000
BB20	29494	G	11	0	11	0.00000
Thioploca	29515	G	11	0	11	0.00000
JAAGZL01	30218	G	213	94	307	0.00009
Sedimenticola	30237	G	164	0	164	0.00005
Thiodiazotropha	30241	G	151	4	155	0.00004
WFXD01	30245	G	124	14	138	0.00004
41T-STBD-0c-01a	30210	G	53	12	65	0.00002
HKST-UBA178	30216	G	24	5	29	0.00001
Thiolapillus	30242	G	24	1	25	0.00001
MONJU	30234	G	17	4	21	0.00001
BM503	30211	G	11	10	21	0.00001
Thiocapsa	30198	G	191	28	219	0.00006
Chromatium	30183	G	166	219	385	0.00011
Achromatium	30182	G	152	2	154	0.00004
Thiodictyon	30201	G	149	5	154	0.00004
Thiorhodovibrio	30205	G	42	1	43	0.00001
Thiohalocapsa	30203	G	21	2	23	0.00001
Lamprobacter	30191	G	11	3	14	0.00000
SZUA-229	31449	G	582	4	586	0.00017
GCA-2746365	31436	G	532	12	544	0.00015
LH-M37	31445	G	102	3	105	0.00003
JAPHQX01	31441	G	72	1	73	0.00002
JABDQW01	31437	G	39	3	42	0.00001
JAUVDT01	31444	G	14	2	16	0.00000
GCA-002733105	31015	G	749	810	1559	0.00044
Methylophaga	31016	G	40	16	56	0.00002
Nitrosoglobus	31020	G	386	11	397	0.00011
Nitrosococcus	31019	G	70	2	72	0.00002
Coxiella	30279	G	1014	36	1050	0.00030
JABABH01	30281	G	137	0	137	0.00004
UBA9148	30289	G	37	0	37	0.00001
2-02-FULL-42-43	30275	G	14	5	19	0.00001
JAFEDN01	30282	G	14	0	14	0.00000
Rickettsiella_B	30335	G	889	19	908	0.00026
Aquirickettsiella	30328	G	113	8	121	0.00003
JABDBA01	30332	G	15	0	15	0.00000
JAPPPA01	30874	G	977	6	983	0.00028
CAMFJH01	31570	G	495	2799	3294	0.00093
CADEGZ01	31569	G	370	496	866	0.00025
JAQGOH01	31575	G	88	0	88	0.00002
JAGOUJ01	31573	G	12	0	12	0.00000
Thiomicrospira	31505	G	370	41	411	0.00012
Hydrogenovibrio	31501	G	280	46	326	0.00009
Thiomicrorhabdus	31504	G	193	122	315	0.00009
GCA-002282575	31500	G	29	2	31	0.00001
JALUXI01	31502	G	19	1	20	0.00001
VFKP01	31522	G	637	0	637	0.00018
JABEVJ01	31518	G	215	5	220	0.00006
HIGHO2-12-38-15	30763	G	771	0	771	0.00022
CAJQNE01	30155	G	706	100	806	0.00023
Francisella	30703	G	401	18	419	0.00012
M0027	30705	G	260	1	261	0.00007
CALCKW01	30160	G	622	39	661	0.00019
Piscirickettsia	31037	G	619	0	619	0.00018
CACLCV01	30713	G	239	13	252	0.00007
GCA-2698665	30714	G	105	10	115	0.00003
GCA-2705445	30712	G	220	78	298	0.00008
JAJYCY01	29436	G	382	637	1019	0.00029
CAMYII01	29415	G	83	44	127	0.00004
S146-88	29429	G	53	167	220	0.00006
Acidiferrobacter	29411	G	11	0	11	0.00000
UBA1847	31645	G	461	46	507	0.00014
JACZWL01	31631	G	34	28	62	0.00002
JABDMD01	31556	G	439	0	439	0.00012
Nevskia	30980	G	327	37	364	0.00010
Solimonas	30985	G	12	3	15	0.00000
MS8	30991	G	54	15	69	0.00002
JAKARO01	29442	G	254	28	282	0.00008
Acidithiobacillus	29438	G	169	72	241	0.00007
UBA11873	30746	G	324	146	470	0.00013
UBA4457	30747	G	33	6	39	0.00001
UBA981	30748	G	27	23	50	0.00001
Ga0077536	30740	G	17	3	20	0.00001
JAGLTQ01	31584	G	254	30	284	0.00008
SZUA-37	31597	G	83	4	87	0.00002
JAJRYG01	31589	G	16	6	22	0.00001
JAHEDB01	31586	G	16	0	16	0.00000
DRQN01	31426	G	318	40	358	0.00010
JAUVNZ01	31432	G	42	6	48	0.00001
SZUA-152	31433	G	10	5	15	0.00000
GCA-001735895	30708	G	205	62	267	0.00008
JACNJF01	30709	G	41	14	55	0.00002
S144-22	30710	G	41	15	56	0.00002
Sulfurivermis	30886	G	264	101	365	0.00010
1-14-0-20-46-22	31527	G	238	118	356	0.00010
2-12-FULL-35-23	31528	G	11	0	11	0.00000
CALIRD01	31615	G	145	1	146	0.00004
UWMA-0217	31620	G	76	3	79	0.00002
GRL18	30735	G	150	2	152	0.00004
JANELJ01	30738	G	37	5	42	0.00001
JALWRI01	30737	G	26	10	36	0.00001
Thiogranum	30323	G	204	17	221	0.00006
JAIVHA01	30321	G	11	2	13	0.00000
UBA11654	31526	G	122	173	295	0.00008
CACPJA01	31523	G	61	79	140	0.00004
DTSX01	31524	G	11	32	43	0.00001
UBA6002	31568	G	184	2	186	0.00005
Bin55	31356	G	182	11	193	0.00005
TMED69	30749	G	173	134	307	0.00009
JAJZNM01	30865	G	155	120	275	0.00008
Berkiella	29518	G	136	19	155	0.00004
Acidihalobacter_A	30326	G	134	34	168	0.00005
JABXHR01	30826	G	128	3	131	0.00004
DAOWEP01	30292	G	127	30	157	0.00004
JAHCLG01	30843	G	104	11	115	0.00003
JAKDMP01	30869	G	93	69	162	0.00005
GCA-2400775	30722	G	89	30	119	0.00003
JAJVHZ01	30860	G	87	143	230	0.00007
Thioalkalivibrio	30339	G	78	29	107	0.00003
JAJNDI01	30856	G	77	0	77	0.00002
JAJDYQ01	30853	G	68	1	69	0.00002
Ga0077554	30750	G	64	1	65	0.00002
SZUA-186	31606	G	35	1	36	0.00001
UBA9214	31607	G	23	3	26	0.00001
JACREF01	30834	G	55	7	62	0.00002
JAJZUD01	30150	G	49	0	49	0.00001
J025	30793	G	49	12	61	0.00002
SHZI01	30731	G	41	4	45	0.00001
JARSSO01	30265	G	12	6	18	0.00001
Competibacter_A	30260	G	11	2	13	0.00000
JAASSS01	31562	G	38	4	42	0.00001
CAJXQU01	30156	G	37	0	37	0.00001
QZLE01	31362	G	36	0	36	0.00001
JAKBBU01	30868	G	34	85	119	0.00003
SZUA-41	31435	G	29	0	29	0.00001
UBA6522	31374	G	24	0	24	0.00001
JAQSWO01	30881	G	28	29	57	0.00002
JAFLJP01	30838	G	30	36	66	0.00002
CAKKSB01	30161	G	29	2	31	0.00001
CALZJE01	31378	G	23	25	48	0.00001
GCA-002691585	30249	G	13	2	15	0.00000
CAMCUU01	30163	G	23	0	23	0.00001
CANJVU01	30165	G	21	0	21	0.00001
CAKZUS01	30159	G	20	0	20	0.00001
UBA9339	31614	G	15	2	17	0.00000
QNFE01	31357	G	19	0	19	0.00001
PIVX01	31021	G	19	9	28	0.00001
Natronospira	31418	G	16	7	23	0.00001
REEB76	31364	G	15	0	15	0.00000
JAHEFR01	31649	G	14	4	18	0.00001
J044	30794	G	13	10	23	0.00001
JAGOUN01	30839	G	13	2	15	0.00000
JABURT01	30825	G	10	2	12	0.00000
Bartonella	28190	G	1956	28	1984	0.00056
Ensifer	28209	G	1374	143	1517	0.00043
Pararhizobium	28271	G	861	15	876	0.00025
R2A130	28278	G	845	6	851	0.00024
Martelella	28246	G	807	0	807	0.00023
Pseudochrobactrum	28275	G	670	193	863	0.00024
Mesorhizobium	28247	G	635	134	769	0.00022
Allorhizobium	28180	G	611	287	898	0.00025
Rhizobium	28282	G	453	59	512	0.00015
Phyllobacterium	28273	G	419	50	469	0.00013
Aureimonas	28186	G	385	56	441	0.00013
Tokpelaia_A	28293	G	313	12	325	0.00009
Hoeflea	28220	G	281	26	307	0.00009
Agrobacterium	28177	G	275	58	333	0.00009
Nitratireductor	28257	G	247	55	302	0.00009
Ahrensia	28178	G	207	18	225	0.00006
HY038	28219	G	185	26	211	0.00006
Bartonella_A	28191	G	174	39	213	0.00006
JAALLB01	28223	G	173	3	176	0.00005
Neorhizobium	28256	G	163	19	182	0.00005
Oryzicola	28268	G	131	26	157	0.00004
Salaquimonas	28288	G	123	8	131	0.00004
Shinella	28289	G	118	298	416	0.00012
Zhengella	28298	G	112	37	149	0.00004
Hoeflea_A	28221	G	109	3	112	0.00003
Liberibacter	28243	G	106	9	115	0.00003
CAKMZG01	28194	G	74	0	74	0.00002
Ochrobactrum_A	28264	G	73	33	106	0.00003
Sinorhizobium	28290	G	58	2	60	0.00002
Ochrobactrum	28263	G	18	7	25	0.00001
Bartonella_B	28192	G	16	2	18	0.00001
Ectorhizobium	28208	G	15	30	45	0.00001
Chelativorans	28200	G	13	12	25	0.00001
RCIO01	28279	G	12	7	19	0.00001
Rhizobium_E	28285	G	12	1	13	0.00000
JAHEGF01	28229	G	11	4	15	0.00000
Bradyrhizobium	28330	G	1335	210	1545	0.00044
Rhodoplanes	28359	G	458	92	550	0.00016
Xanthobacter	28371	G	429	315	744	0.00021
JAEYAW01	28339	G	136	259	395	0.00011
Ancylobacter	28325	G	108	27	135	0.00004
BOG-931	28328	G	76	4	80	0.00002
Pseudolabrys	28357	G	60	69	129	0.00004
Tardiphaga	28364	G	19	7	26	0.00001
WQYW01	28370	G	14	0	14	0.00000
Salinarimonas	28063	G	658	246	904	0.00026
Methylocystis	28052	G	440	141	581	0.00016
Methylocella	28051	G	355	38	393	0.00011
Methylobacterium	28050	G	117	16	133	0.00004
Chelatococcus	28032	G	115	75	190	0.00005
28-YEA-48	28022	G	112	6	118	0.00003
CAIUPE01	28028	G	104	13	117	0.00003
Bosea	28027	G	92	42	134	0.00004
Microvirga	28056	G	79	10	89	0.00003
Roseiarcus	28062	G	13	1	14	0.00000
Cohaesibacter	28071	G	619	17	636	0.00018
JAESRR01	28073	G	547	175	722	0.00020
Roseibium	28312	G	617	99	716	0.00020
Pseudovibrio	28311	G	243	6	249	0.00007
Stappia	28313	G	17	4	21	0.00001
UBA2767	28152	G	705	7	712	0.00020
Methyloceanibacter	28149	G	141	33	174	0.00005
S141-66	28088	G	213	13	226	0.00006
JAHJQZ01	28082	G	124	22	146	0.00004
Pelagibacterium	28087	G	112	132	244	0.00007
DROE01	28076	G	74	8	82	0.00002
Maritalea	28085	G	73	6	79	0.00002
Devosia	28077	G	61	11	72	0.00002
Devosia_A	28078	G	29	9	38	0.00001
Aestuariivirga	27999	G	346	14	360	0.00010
Nordella	28007	G	103	26	129	0.00004
Anderseniella	28000	G	57	0	57	0.00002
JAHEJE01	28004	G	55	8	63	0.00002
Kaistia	28141	G	407	95	502	0.00014
Hyphomicrobium_B	28102	G	168	8	176	0.00005
JAJRRE01	28109	G	52	3	55	0.00002
CAMDPA01	28096	G	32	4	36	0.00001
Hyphomicrobium_A	28101	G	12	2	14	0.00000
JAHZKN01	28107	G	10	1	11	0.00000
JAAEUE01	28068	G	150	3	153	0.00004
OCS116	28162	G	136	8	144	0.00004
JAJRRF01	28126	G	135	8	143	0.00004
Siculibacillus	28020	G	17	3	20	0.00001
CAIYYN01	28015	G	16	0	16	0.00000
Prosthecomicrobium_A	28019	G	15	16	31	0.00001
HXMU1428-3	28091	G	41	1	42	0.00001
Labrys	28143	G	28	6	34	0.00001
GCA-2746425	28090	G	23	0	23	0.00001
UBA4765	28320	G	22	15	37	0.00001
JAGRLG01	28158	G	12	4	16	0.00000
BM303	28021	G	13	0	13	0.00000
Acuticoccus	28013	G	10	1	11	0.00000
Phreatobacter	28163	G	11	6	17	0.00000
Amylibacter	28395	G	3684	2553	6237	0.00177
Actibacterium_A	28379	G	1175	364	1539	0.00044
Planktomarina	28654	G	1154	1401	2555	0.00073
Paracoccus	28645	G	899	590	1489	0.00042
JAJRUE01	28541	G	657	73	730	0.00021
Pikeienuella	28653	G	568	6	574	0.00016
Sulfitobacter	28739	G	479	237	716	0.00020
GCA-2697345	28475	G	424	2	426	0.00012
Pseudogemmobacter	28668	G	380	60	440	0.00012
Celeribacter	28446	G	337	110	447	0.00013
Epibacterium	28461	G	309	91	400	0.00011
Tranquillimonas	28757	G	283	44	327	0.00009
Ruegeria	28712	G	228	24	252	0.00007
Marivita	28620	G	223	67	290	0.00008
Roseovarius	28708	G	212	89	301	0.00009
JAJDOD01	28538	G	193	8	201	0.00006
CACIJG01	28409	G	191	12	203	0.00006
Roseobacter	28707	G	188	12	200	0.00006
Antarcticimicrobium	28397	G	178	21	199	0.00006
Litoreibacter	28604	G	172	4	176	0.00005
Gymnodinialimonas	28483	G	155	9	164	0.00005
Salipiger	28727	G	152	26	178	0.00005
Sulfitobacter_F	28741	G	144	10	154	0.00004
MED-G52	28610	G	125	9	134	0.00004
CANMPP01	28435	G	122	9	131	0.00004
Cypionkella	28456	G	121	6	127	0.00004
TMP-24	28743	G	119	169	288	0.00008
CACIIZ01	28408	G	118	7	125	0.00004
Pseudorhodobacter	28677	G	105	21	126	0.00004
JAHTBL01	28534	G	104	62	166	0.00005
Falsiruegeria	28465	G	99	12	111	0.00003
Roseinatronobacter	28704	G	91	8	99	0.00003
Alexandriicola	28388	G	83	65	148	0.00004
Halocynthiibacter	28490	G	82	4	86	0.00002
Marivivens	28621	G	71	9	80	0.00002
Oceanicola	28637	G	70	41	111	0.00003
Heliomarina	28494	G	67	96	163	0.00005
Thioclava	28756	G	66	5	71	0.00002
Sinisalibacter	28736	G	66	30	96	0.00003
Fuscibacter	28469	G	62	87	149	0.00004
Shimia	28732	G	60	13	73	0.00002
Phaeobacter	28650	G	58	12	70	0.00002
Rhodobacter	28694	G	57	9	66	0.00002
MPNP01	28611	G	57	3	60	0.00002
NVQY01	28629	G	53	2	55	0.00002
Parasedimentitalea	28647	G	47	3	50	0.00001
JAQXDR01	28576	G	44	1	45	0.00001
Leisingera	28601	G	44	20	64	0.00002
Donghicola	28459	G	42	3	45	0.00001
Aliiroseovarius	28389	G	37	8	45	0.00001
Stagnihabitans	28738	G	37	6	43	0.00001
JAFIEC01	28517	G	37	25	62	0.00002
Tateyamaria	28747	G	34	4	38	0.00001
Lentibacter	28602	G	31	2	33	0.00001
Rhodosalinus	28699	G	28	8	36	0.00001
Pseudotabrizicola	28683	G	28	3	31	0.00001
Falsihalocynthiibacter	28463	G	27	2	29	0.00001
JANZZL01	28564	G	27	13	40	0.00001
Ruegeria_B	28713	G	25	10	35	0.00001
JAPORY01	28571	G	25	0	25	0.00001
Pseudophaeobacter	28673	G	23	5	28	0.00001
GCA-002712045	28473	G	22	1	23	0.00001
CANLNM01	28429	G	22	3	25	0.00001
Yoonia	28780	G	21	4	25	0.00001
JALQXR01	28551	G	20	4	24	0.00001
JALQTR01	28550	G	20	1	21	0.00001
CAJXSO01	28412	G	19	1	20	0.00001
Pukyongiella	28686	G	19	15	34	0.00001
Ruegeria_C	28714	G	18	2	20	0.00001
UBA3077	28763	G	18	0	18	0.00001
CANMYO01	28439	G	17	1	18	0.00001
SLM-1	28719	G	17	2	19	0.00001
JAAKGP01	28501	G	16	3	19	0.00001
JALZWD01	28554	G	15	0	15	0.00000
Tropicimonas	28759	G	13	1	14	0.00000
Octadecabacter	28640	G	12	1	13	0.00000
Pararhodobacter	28646	G	11	3	14	0.00000
Rhodophyticola	28698	G	11	0	11	0.00000
Ascidiaceihabitans	28403	G	11	1	12	0.00000
UBA6213	28766	G	11	3	14	0.00000
Pseudooceanicola	28670	G	11	3	14	0.00000
Boseongicola	28405	G	10	2	12	0.00000
JAUHZO01	28584	G	10	1	11	0.00000
CAKZVL01	28417	G	10	0	10	0.00000
LFER01	28597	G	10	0	10	0.00000
Nereida	28633	G	10	1	11	0.00000
Phaeobacter_A	28651	G	10	0	10	0.00000
Pelagibacter	27896	G	7229	1928	9157	0.00260
Pelagibacter_A	27897	G	1276	545	1821	0.00052
CACNRH01	27884	G	320	193	513	0.00015
GCA-2689925	27888	G	239	7	246	0.00007
GCA-2704625	27889	G	159	54	213	0.00006
AAA240-E13	27874	G	50	9	59	0.00002
AG-414-E02	27875	G	43	4	47	0.00001
MED727	27894	G	42	8	50	0.00001
Fonsibacter	27886	G	35	11	46	0.00001
TMED165	27899	G	34	8	42	0.00001
CACKTW01	27882	G	15	1	16	0.00000
HIMB114	27890	G	12	3	15	0.00000
AG-422-B15	27869	G	108	8	116	0.00003
CACCCN01	27871	G	48	65	113	0.00003
CACPJE01	27873	G	11	0	11	0.00000
Erythrobacter	29173	G	1133	624	1757	0.00050
Novosphingobium	29185	G	954	1207	2161	0.00061
Sphingomonas	29212	G	727	264	991	0.00028
Sphingobium	29209	G	653	262	915	0.00026
Sphingorhabdus_B	29228	G	351	16	367	0.00010
Parasphingorhabdus	29190	G	267	24	291	0.00008
Sphingomonas_L	29220	G	250	236	486	0.00014
Qipengyuania	29200	G	162	37	199	0.00006
Andeanibacterium	29157	G	104	0	104	0.00003
Aquisediminimonas	29158	G	88	16	104	0.00003
Sphingomonas_P	29224	G	83	11	94	0.00003
Alteraurantiacibacter	29149	G	78	7	85	0.00002
Sphingopyxis	29227	G	69	31	100	0.00003
Altericroceibacterium	29152	G	68	15	83	0.00002
Zymomonas	29235	G	67	16	83	0.00002
Pontixanthobacter	29197	G	63	3	66	0.00002
Caenibius	29170	G	32	4	36	0.00001
Allosphingosinicella	29148	G	27	3	30	0.00001
Sphingomicrobium	29211	G	20	1	21	0.00001
Sandarakinorhabdus	29208	G	20	1	21	0.00001
Croceibacterium	29171	G	14	1	15	0.00000
Alteriqipengyuania	29155	G	11	3	14	0.00000
Kordiimonas	29131	G	845	12	857	0.00024
JAJFIS01	29129	G	34	0	34	0.00001
Pseudemcibacter	29121	G	672	108	780	0.00022
Paremcibacter	29120	G	125	0	125	0.00004
Emcibacter	29117	G	18	1	19	0.00001
CANMND01	29133	G	17	0	17	0.00000
UBA1997	29023	G	1358	43	1401	0.00040
UBA2645	29024	G	492	32	524	0.00015
CALXSC01	29011	G	342	147	489	0.00014
JAJTDS01	29019	G	42	0	42	0.00001
UBA2645_A	29025	G	35	1	36	0.00001
SYAR01	29022	G	34	9	43	0.00001
CAILUF01	29006	G	30	8	38	0.00001
RFXY01	29020	G	11	1	12	0.00000
JAIRSX01	29017	G	10	0	10	0.00000
JAMWZD01	29044	G	642	341	983	0.00028
RDZH01	29047	G	283	54	337	0.00010
UBA4311	28929	G	262	2	264	0.00007
CAMCQG01	28923	G	227	1	228	0.00006
CAMCTP01	28924	G	102	0	102	0.00003
CAJQOT01	28922	G	100	0	100	0.00003
Megaera	28991	G	161	41	202	0.00006
GCA-2402195	28980	G	117	76	193	0.00005
Rickettsia	28995	G	84	7	91	0.00003
Sarmatiella	28996	G	74	2	76	0.00002
ESH-2018B	28979	G	15	0	15	0.00000
JADHOX01	28934	G	156	8	164	0.00005
Wolbachia	28913	G	130	15	145	0.00004
Bandiella	28957	G	54	1	55	0.00002
CAIOSF01	28958	G	31	0	31	0.00001
Aquarickettsia	28956	G	25	2	27	0.00001
JANQQO01	28950	G	118	0	118	0.00003
QFOX01	29033	G	62	13	75	0.00002
GCA-2725445	29026	G	18	8	26	0.00001
JAUIFA01	28953	G	33	0	33	0.00001
JAJONM01	29038	G	12	11	23	0.00001
JAFLCR01	28941	G	19	6	25	0.00001
JAHZKS01	28937	G	13	0	13	0.00000
CAIJLX01	28918	G	11	1	12	0.00000
UBA1672	27804	G	1341	14	1355	0.00038
GCA-2708415	27774	G	732	248	980	0.00028
UBA5701	27809	G	241	2	243	0.00007
UBA1664	27803	G	240	31	271	0.00008
UBA2705	27808	G	236	633	869	0.00025
JACKJA01	27777	G	203	42	245	0.00007
Micavibrio_A	27795	G	99	1	100	0.00003
JASMHE01	27791	G	86	1	87	0.00002
UBA1573	27802	G	53	19	72	0.00002
UM-FILTER-47-13	27815	G	46	12	58	0.00002
TMED27	27800	G	39	12	51	0.00001
Micavibrio	27794	G	33	0	33	0.00001
CALDHH01	27819	G	1763	7	1770	0.00050
JAPWJZ01	27825	G	25	1	26	0.00001
WGNE01	27828	G	25	1	26	0.00001
JAJFGX01	27823	G	10	10	20	0.00001
Hirschia	27539	G	2374	69	2443	0.00069
Hyphomonas	27540	G	60	7	67	0.00002
Henriciella	27538	G	30	12	42	0.00001
Ponticaulis	27543	G	26	17	43	0.00001
CALLCD01	27537	G	15	0	15	0.00000
Brevundimonas	27517	G	348	60	408	0.00012
Caulobacter	27525	G	183	33	216	0.00006
Phenylobacterium	27535	G	132	24	156	0.00004
Asticcacaulis	27514	G	27	3	30	0.00001
Palsa-881	27534	G	19	3	22	0.00001
CAKZPF01	27522	G	14	3	17	0.00000
Robiginitomaculum_A	27562	G	225	404	629	0.00018
Robiginitomaculum_B	27563	G	174	17	191	0.00005
Robiginitomaculum	27561	G	37	0	37	0.00001
Litorimonas	27556	G	32	1	33	0.00001
JACOMS01	27554	G	28	0	28	0.00001
Oceanicaulis	27560	G	28	0	28	0.00001
Hyphobacterium	27553	G	19	3	22	0.00001
CAKZTE01	27547	G	11	0	11	0.00000
Hellea	27552	G	11	6	17	0.00000
Vitreimonas	27591	G	237	4	241	0.00007
Pseudaquidulcibacter	27584	G	183	12	195	0.00006
Parvularcula	27575	G	176	8	184	0.00005
Hyphococcus	27570	G	47	0	47	0.00001
Neokomagataea	27430	G	932	27	959	0.00027
JAJXXT01	27412	G	735	231	966	0.00027
Bombella	27357	G	468	2	470	0.00013
Gluconobacter_A	27393	G	336	23	359	0.00010
Acetobacter	27343	G	323	33	356	0.00010
Rhodopila	27440	G	289	11	300	0.00009
Paracraurococcus	27436	G	216	172	388	0.00011
G004843345	27388	G	120	6	126	0.00004
Commensalibacter	27376	G	104	5	109	0.00003
BOG-930	27355	G	66	16	82	0.00002
Acidiphilium	27346	G	54	20	74	0.00002
Neoasaia	27429	G	53	5	58	0.00002
Gluconacetobacter	27391	G	44	3	47	0.00001
Neoroseomonas	27431	G	40	9	49	0.00001
Ameyamaea	27351	G	36	3	39	0.00001
Saccharibacter	27447	G	29	1	30	0.00001
G025736875	27389	G	24	1	25	0.00001
Lichenicola	27427	G	15	1	16	0.00000
JAKAWQ01	27417	G	12	0	12	0.00000
Komagataeibacter	27423	G	11	3	14	0.00000
JAJZVS01	27415	G	10	1	11	0.00000
AG-337-I02	27659	G	2529	174	2703	0.00077
JAGFWP01	27663	G	371	597	968	0.00027
CACLJX01	27660	G	25	2	27	0.00001
HIMB59	27668	G	958	162	1120	0.00032
CAZU01	27931	G	905	57	962	0.00027
CAJLXD01	27926	G	479	175	654	0.00019
RUG410	27940	G	43	9	52	0.00001
CAG-267	27925	G	41	8	49	0.00001
HGM16780	27932	G	34	6	40	0.00001
JAFUYI01	27934	G	34	1	35	0.00001
Scatocola	27942	G	28	4	32	0.00001
MGBC133411	27939	G	14	0	14	0.00000
